Latitude,Longitude,Elevation (m),City,Weather_loc,Distance_km,Difference_km
-12.45618,130.845,12.35283,Darwin City,Darwin,0.0,0.0
-12.44833,130.84883,8.62573,Stuart Park,Darwin,0.963,0.963
-12.43934,130.84961,7.1945,Woolner,Darwin,1.961,0.998
-12.43401,130.85681,18.8547,Bayview,Darwin,2.941,0.98
-12.43243,130.86628,7.83391,Winnellie,Darwin,3.985,1.044
-12.4324,130.87497,22.49218,Winnellie,Darwin,4.93,0.945
-12.43237,130.88419,16.05293,Winnellie,Darwin,5.932,1.002
-12.4328,130.89315,26.3993,Winnellie,Darwin,6.907,0.975
-12.43754,130.90071,18.88672,Winnellie,Darwin,7.882,0.975
-12.4401,130.90962,33.41749,Winnellie,Darwin,8.891,1.009
-12.44502,130.91712,13.87503,Berrimah,Darwin,9.871,0.98
-12.44992,130.92462,15.57508,Tivendale,Darwin,10.85,0.979
-12.45178,130.93279,29.40961,Tivendale,Darwin,11.762,0.912
-12.45484,130.94156,13.64915,Tivendale,Darwin,12.774,1.012
-12.45853,130.94991,18.61061,Pinelands,Darwin,13.769,0.995
-12.46315,130.95809,20.96339,Pinelands,Darwin,14.795,1.026
-12.46382,130.96737,36.66776,Pinelands,Darwin,15.807,1.012
-12.46503,130.97614,32.25671,Pinelands,Darwin,16.77,0.963
-12.46946,130.98389,34.96735,Yarrawonga,Darwin,17.745,0.975
-12.47172,130.99351,41.51077,Yarrawonga,Darwin,18.82,1.075
-12.47666,131.00028,37.12922,Farrar,Darwin,19.737,0.917
-12.48306,131.0068,27.23482,Farrar,Darwin,20.739,1.002
-12.49065,131.01129,42.17248,Johnston,Darwin,21.71,0.971
-12.49926,131.01496,46.23293,Howard Springs,Darwin,22.743,1.033
-12.50672,131.01924,39.03504,Virginia,Darwin,23.69,0.947
-12.51366,131.0249,19.72105,Virginia,Darwin,24.674,0.984
-12.51883,131.03583,42.83572,Coolalinga,Darwin,25.992,1.318
-12.52233,131.04081,45.96486,Coolalinga,Darwin,26.658,0.666
-12.52781,131.04805,50.55566,Coolalinga,Darwin,27.651,0.993
-12.53534,131.05433,46.02625,Freds Pass,Darwin,28.728,1.077
-12.54242,131.0603,46.51934,Mcminns Lagoon,Darwin,29.745,1.017
-12.54961,131.06537,43.76443,Mcminns Lagoon,Darwin,30.713,0.968
-12.55746,131.07092,42.63321,Mcminns Lagoon,Darwin,31.77,1.057
-12.56479,131.07359,37.89853,Humpty Doo,Darwin,32.631,0.861
-12.5739,131.07362,34.34328,Humpty Doo,Darwin,33.639,1.008
-12.58407,131.07362,27.88026,Bees Creek,Darwin,34.764,1.125
-12.59423,131.07362,24.11785,Bees Creek,Darwin,35.888,1.124
-12.60189,131.07362,19.96216,Humpty Doo,Darwin,36.735,0.847
-12.6102,131.07362,17.88304,Humpty Doo,Darwin,37.654,0.919
-12.62009,131.07305,24.0,Humpty Doo,Darwin,38.75,1.096
-12.62872,131.07293,30.0,Humpty Doo,Darwin,39.705,0.955
-12.63643,131.07421,36.0883,Noonamah,Darwin,40.569,0.864
-12.64568,131.07591,34.13422,Noonamah,Darwin,41.609,1.04
-12.65563,131.07762,41.13393,Noonamah,Darwin,42.725,1.116
-12.66297,131.07883,49.78079,Hughes,Darwin,43.548,0.823
-12.67207,131.08009,51.59636,Hughes,Darwin,44.564,1.016
-12.68081,131.08154,57.0,Livingstone,Darwin,45.544,0.98
-12.69032,131.08393,55.69209,Acacia Hills,Darwin,46.628,1.084
-12.70007,131.08545,60.02762,Acacia Hills,Darwin,47.719,1.091
-12.7074,131.08636,55.86903,Acacia Hills,Darwin,48.536,0.817
-12.71628,131.08748,58.57194,Livingstone,Darwin,49.526,0.99
-12.72537,131.08859,54.86408,Acacia Hills,Darwin,50.539,1.013
-12.73429,131.08975,44.28569,Acacia Hills,Darwin,51.534,0.995
-12.74276,131.09275,54.97864,Acacia Hills,Darwin,52.526,0.992
-12.75196,131.09752,60.23328,Livingstone,Darwin,53.668,1.142
-12.76069,131.10207,62.0,Acacia Hills,Darwin,54.753,1.085
-12.76726,131.10553,60.50885,Acacia Hills,Darwin,55.571,0.818
-12.77432,131.10992,41.0481,Acacia Hills,Darwin,56.486,0.915
-12.78127,131.11774,37.79665,Acacia Hills,Darwin,57.631,1.145
-12.78722,131.12282,32.22208,Acacia Hills,Darwin,58.49,0.859
-12.79619,131.12289,39.81232,Acacia Hills,Darwin,59.482,0.992
-12.80498,131.12234,37.60376,Acacia Hills,Darwin,60.456,0.974
-12.81398,131.12594,48.13543,Acacia Hills,Darwin,61.526,1.07
-12.8213,131.13046,52.81843,Acacia Hills,Darwin,62.473,0.947
-12.82933,131.13254,47.05853,Acacia Hills,Darwin,63.39,0.917
-12.83798,131.13454,33.16292,Acacia Hills,Darwin,64.371,0.981
-12.84824,131.13828,34.32354,Acacia Hills,Darwin,65.576,1.205
-12.85682,131.14141,45.64587,Acacia Hills,Darwin,66.584,1.008
-12.86404,131.14235,58.80177,Lake Bennett,Darwin,67.389,0.805
-12.87256,131.14069,55.06036,Lake Bennett,Darwin,68.349,0.96
-12.88211,131.14152,52.57003,Lake Bennett,Darwin,69.409,1.06
-12.89029,131.14189,54.52586,Lake Bennett,Darwin,70.315,0.906
-12.90068,131.13918,52.29007,Lake Bennett,Darwin,71.501,1.186
-12.90789,131.13886,57.42197,Lake Bennett,Darwin,72.299,0.798
-12.91812,131.1376,73.4271,Lake Bennett,Darwin,73.439,1.14
-12.92558,131.13354,68.04681,Lake Bennett,Darwin,74.375,0.936
-12.93303,131.12991,69.93037,Lake Bennett,Darwin,75.288,0.913
-12.94046,131.12595,76.92233,Lake Bennett,Darwin,76.216,0.928
-12.94875,131.12219,82.97648,Darwin River Dam,Darwin,77.22,1.004
-12.95764,131.12038,89.2196,Darwin River Dam,Darwin,78.223,1.003
-12.96639,131.11788,99.67411,Darwin River Dam,Darwin,79.228,1.005
-12.97524,131.11657,88.66685,Coomalie Creek,Darwin,80.217,0.989
-12.98493,131.11719,80.9484,Coomalie Creek,Darwin,81.291,1.074
-12.99266,131.11771,73.22996,Coomalie Creek,Darwin,82.148,0.857
-13.00187,131.11982,75.00883,Coomalie Creek,Darwin,83.192,1.044
-13.00988,131.12333,65.44135,Coomalie Creek,Darwin,84.156,0.964
-13.01832,131.1217,56.97333,Coomalie Creek,Darwin,85.106,0.95
-13.02891,131.12115,66.92374,Coomalie Creek,Darwin,86.279,1.173
-13.03592,131.11959,71.04345,Coomalie Creek,Darwin,87.073,0.794
-13.04412,131.11556,63.42387,Coomalie Creek,Darwin,88.08,1.007
-13.05194,131.1113,60.77299,Tortilla Flats,Darwin,89.061,0.981
-13.06051,131.10666,62.25467,Tortilla Flats,Darwin,90.134,1.073
-13.0691,131.1053,65.81159,Tortilla Flats,Darwin,91.096,0.962
-13.07835,131.10523,70.04797,Tortilla Flats,Darwin,92.119,1.023
-13.08655,131.10895,70.57792,Adelaide River,Darwin,93.112,0.993
-13.09625,131.10906,69.40791,Adelaide River,Darwin,94.185,1.073
-13.10411,131.10823,80.20765,Batchelor,Darwin,95.059,0.874
-13.11283,131.10803,81.85596,Adelaide River,Darwin,96.024,0.965
-13.12382,131.10696,71.68102,Batchelor,Darwin,97.245,1.221
-13.13074,131.10701,71.2782,Adelaide River,Darwin,98.011,0.766
-13.14084,131.10699,63.55384,Adelaide River,Darwin,99.128,1.117
-13.14993,131.10649,62.29506,Adelaide River,Darwin,100.135,1.007
-13.15819,131.10594,59.86451,Adelaide River,Darwin,101.051,0.916
-13.16613,131.1034,59.2165,Adelaide River,Darwin,101.972,0.921
-13.17543,131.10149,56.6167,Adelaide River,Darwin,103.022,1.05
-13.18595,131.10103,57.27338,Adelaide River,Darwin,104.187,1.165
-13.19253,131.10217,58.89711,Adelaide River,Darwin,104.925,0.738
-13.20147,131.10287,58.84152,Adelaide River,Darwin,105.917,0.992
-13.21091,131.10125,62.23299,Stapleton,Darwin,106.976,1.059
-13.21964,131.09961,54.81635,Stapleton,Darwin,107.958,0.982
-13.22806,131.10029,56.42981,Adelaide River,Darwin,108.892,0.934
-13.23694,131.10263,58.01345,Adelaide River,Darwin,109.907,1.015
-13.24173,131.11029,56.5352,Adelaide River,Darwin,110.892,0.985
-13.24356,131.11939,52.18201,Adelaide River,Darwin,111.899,1.007
-13.24716,131.1285,49.57506,Adelaide River,Darwin,112.964,1.065
-13.25164,131.13547,49.98271,Adelaide River,Darwin,113.867,0.903
-13.25873,131.14336,50.78601,Adelaide River,Darwin,115.027,1.16
-13.26426,131.14897,52.75556,Adelaide River,Darwin,115.89,0.863
-13.27171,131.15652,52.68212,Adelaide River,Darwin,117.051,1.161
-13.27719,131.1622,52.75788,Adelaide River,Darwin,117.915,0.864
-13.28188,131.17014,53.50184,Adelaide River,Darwin,118.92,1.005
-13.2844,131.17907,58.0,Robin Falls,Darwin,119.927,1.007
-13.28841,131.18774,58.35419,Margaret River,Darwin,120.966,1.039
-13.29321,131.19428,56.64024,Margaret River,Darwin,121.852,0.886
-13.2987,131.20133,69.69372,Margaret River,Darwin,122.828,0.976
-13.30592,131.20677,65.89337,Margaret River,Darwin,123.821,0.993
-13.31513,131.20959,59.43645,Robin Falls,Darwin,124.885,1.064
-13.32417,131.21093,57.20782,Robin Falls,Darwin,125.896,1.011
-13.33297,131.21219,63.7168,Robin Falls,Darwin,126.879,0.983
-13.34181,131.21192,67.41463,Robin Falls,Darwin,127.857,0.978
-13.35072,131.21132,77.00702,Robin Falls,Darwin,128.845,0.988
-13.35984,131.21372,71.4549,Robin Falls,Darwin,129.887,1.042
-13.36664,131.21878,68.66402,Robin Falls,Darwin,130.818,0.931
-13.37167,131.22676,66.35807,Robin Falls,Darwin,131.846,1.028
-13.37452,131.23633,65.25537,Robin Falls,Darwin,132.93,1.084
-13.37681,131.24374,66.17625,Robin Falls,Darwin,133.772,0.842
-13.38254,131.25248,73.09881,Douglas-Daly,Batchelor,134.911,1.139
-13.38795,131.25908,90.57107,Douglas-Daly,Batchelor,135.843,0.932
-13.39319,131.26556,84.01733,Douglas-Daly,Batchelor,136.753,0.91
-13.39839,131.27315,81.38129,Douglas-Daly,Batchelor,137.756,1.003
-13.40417,131.28187,83.15673,Douglas-Daly,Batchelor,138.897,1.141
-13.40951,131.2899,73.21036,Douglas-Daly,Batchelor,139.948,1.051
-13.41399,131.29581,68.0,Douglas-Daly,Batchelor,140.758,0.81
-13.42026,131.30238,79.36292,Douglas-Daly,Batchelor,141.752,0.994
-13.42776,131.3084,72.71783,Douglas-Daly,Batchelor,142.807,1.055
-13.43542,131.3131,76.03153,Douglas-Daly,Batchelor,143.796,0.989
-13.44445,131.31766,88.16272,Douglas-Daly,Batchelor,144.91,1.114
-13.45188,131.32139,114.38977,Douglas-Daly,Batchelor,145.826,0.916
-13.45981,131.32536,107.27722,Douglas-Daly,Batchelor,146.803,0.977
-13.4674,131.32947,101.8707,Douglas-Daly,Batchelor,147.753,0.95
-13.47269,131.33696,92.35682,Douglas-Daly,Batchelor,148.753,1.0
-13.47471,131.34577,87.83136,Douglas-Daly,Batchelor,149.733,0.98
-13.4767,131.35509,81.0,Douglas-Daly,Batchelor,150.766,1.033
-13.47996,131.36314,85.1759,Douglas-Daly,Batchelor,151.709,0.943
-13.48735,131.36818,89.08343,Douglas-Daly,Batchelor,152.692,0.983
-13.49526,131.37247,93.99726,Douglas-Daly,Batchelor,153.683,0.991
-13.50378,131.37865,102.27821,Douglas-Daly,Batchelor,154.839,1.156
-13.50886,131.38523,107.19712,Douglas-Daly,Batchelor,155.746,0.907
-13.51463,131.39166,109.00277,Douglas-Daly,Batchelor,156.69,0.944
-13.52167,131.39774,114.35922,Douglas-Daly,Batchelor,157.71,1.02
-13.52861,131.40388,121.70332,Douglas-Daly,Batchelor,158.726,1.016
-13.53504,131.41101,135.97133,Douglas-Daly,Batchelor,159.776,1.05
-13.54065,131.41726,160.50764,Douglas-Daly,Batchelor,160.694,0.918
-13.54682,131.42351,159.57581,Douglas-Daly,Batchelor,161.655,0.961
-13.55538,131.42732,146.39183,Douglas-Daly,Batchelor,162.688,1.033
-13.5606,131.43437,132.05499,Douglas-Daly,Batchelor,163.645,0.957
-13.56811,131.43918,120.01524,Douglas-Daly,Batchelor,164.625,0.98
-13.57729,131.44628,116.94456,Douglas-Daly,Batchelor,165.899,1.274
-13.5811,131.45211,122.93277,Douglas-Daly,Batchelor,166.658,0.759
-13.58194,131.46059,130.12654,Douglas-Daly,Batchelor,167.58,0.922
-13.57673,131.46791,134.27904,Douglas-Daly,Batchelor,168.56,0.98
-13.56985,131.47404,151.37213,Douglas-Daly,Batchelor,169.57,1.01
-13.56929,131.48298,149.18513,Douglas-Daly,Batchelor,170.54,0.97
-13.57065,131.49198,191.64618,Douglas-Daly,Batchelor,171.526,0.986
-13.5807,131.49478,174.19083,Douglas-Daly,Batchelor,172.678,1.152
-13.58752,131.49697,169.60304,Douglas-Daly,Batchelor,173.469,0.791
-13.59258,131.50502,173.56294,Douglas-Daly,Batchelor,174.505,1.036
-13.59607,131.51308,179.79208,Douglas-Daly,Batchelor,175.459,0.954
-13.59981,131.5213,174.32365,Douglas-Daly,Batchelor,176.44,0.981
-13.6069,131.52699,175.23708,Douglas-Daly,Batchelor,177.437,0.997
-13.61462,131.53049,192.21683,Douglas-Daly,Batchelor,178.371,0.934
-13.62117,131.53733,200.61209,Douglas-Daly,Batchelor,179.407,1.036
-13.62741,131.54448,220.12076,Douglas-Daly,Batchelor,180.444,1.037
-13.63119,131.55264,214.66377,Douglas-Daly,Batchelor,181.421,0.977
-13.63144,131.56651,225.70314,Douglas-Daly,Batchelor,182.922,1.501
-13.63144,131.57218,222.02603,Douglas-Daly,Batchelor,183.536,0.614
-13.63015,131.57972,225.60577,Douglas-Daly,Batchelor,184.364,0.828
-13.62534,131.5908,231.65144,Douglas-Daly,Batchelor,185.676,1.312
-13.62334,131.5973,234.11415,Douglas-Daly,Batchelor,186.413,0.737
-13.6233,131.60606,222.35782,Douglas-Daly,Batchelor,187.361,0.948
-13.62469,131.61525,219.83653,Douglas-Daly,Batchelor,188.367,1.006
-13.62718,131.62396,228.79277,Douglas-Daly,Batchelor,189.349,0.982
-13.6317,131.63196,229.98012,Pine Creek,Batchelor,190.349,1.0
-13.63751,131.64087,216.08208,Douglas-Daly,Batchelor,191.508,1.159
-13.6406,131.64821,208.52133,Douglas-Daly,Batchelor,192.373,0.865
-13.64426,131.65736,205.50461,Douglas-Daly,Batchelor,193.443,1.07
-13.64965,131.66466,207.31731,Douglas-Daly,Batchelor,194.433,0.99
-13.65403,131.67284,197.06465,Douglas-Daly,Batchelor,195.442,1.009
-13.65948,131.67966,194.11917,Douglas-Daly,Batchelor,196.395,0.953
-13.66568,131.68551,196.92407,Douglas-Daly,Batchelor,197.328,0.933
-13.67335,131.69073,209.74077,Douglas-Daly,Batchelor,198.347,1.019
-13.68238,131.69252,199.37822,Douglas-Daly,Batchelor,199.365,1.018
-13.69082,131.69349,193.43085,Douglas-Daly,Batchelor,200.305,0.94
-13.69965,131.69455,192.08952,Douglas-Daly,Batchelor,201.289,0.984
-13.709,131.69759,200.14461,Douglas-Daly,Batchelor,202.374,1.085
-13.71651,131.70295,194.0,Douglas-Daly,Batchelor,203.387,1.013
-13.72217,131.70934,198.27051,Douglas-Daly,Batchelor,204.32,0.933
-13.72848,131.71674,195.04582,Douglas-Daly,Batchelor,205.382,1.062
-13.73373,131.72293,202.03069,Douglas-Daly,Batchelor,206.268,0.886
-13.73963,131.72987,209.6857,Douglas-Daly,Batchelor,207.263,0.995
-13.74567,131.73704,206.0,Pine Creek,Batchelor,208.287,1.024
-13.75144,131.74473,200.77945,Pine Creek,Batchelor,209.335,1.048
-13.75434,131.75286,193.41133,Pine Creek,Batchelor,210.271,0.936
-13.75694,131.76226,188.90071,Pine Creek,Batchelor,211.327,1.056
-13.76062,131.77,186.68233,Pine Creek,Batchelor,212.258,0.931
-13.76622,131.77723,199.01587,Pine Creek,Batchelor,213.256,0.998
-13.77323,131.78311,197.67368,Pine Creek,Batchelor,214.259,1.003
-13.78075,131.78852,203.7417,Pine Creek,Batchelor,215.276,1.017
-13.78724,131.79508,209.4962,Pine Creek,Batchelor,216.285,1.009
-13.79614,131.80412,234.04199,Pine Creek,Batchelor,217.672,1.387
-13.80085,131.80886,218.11653,Pine Creek,Batchelor,218.403,0.731
-13.80622,131.81425,234.80498,Pine Creek,Batchelor,219.235,0.832
-13.81247,131.82089,221.40422,Pine Creek,Batchelor,220.232,0.997
-13.81412,131.83012,202.20193,Pine Creek,Batchelor,221.247,1.015
-13.81713,131.83871,198.69179,Pine Creek,Batchelor,222.234,0.987
-13.82543,131.84139,200.11844,Pine Creek,Batchelor,223.197,0.963
-13.83539,131.84479,192.96814,Pine Creek,Batchelor,224.359,1.162
-13.84262,131.84463,194.64021,Pine Creek,Batchelor,225.159,0.8
-13.84949,131.83925,191.13744,Pine Creek,Batchelor,226.116,0.957
-13.85948,131.83977,185.74921,Pine Creek,Batchelor,227.223,1.107
-13.86877,131.84184,181.08331,Pine Creek,Batchelor,228.275,1.052
-13.87832,131.8438,194.21902,Edith,Batchelor,229.353,1.078
-13.88538,131.84523,183.58348,Edith,Batchelor,230.149,0.796
-13.89371,131.84752,185.18175,Edith,Batchelor,231.103,0.954
-13.90195,131.85203,179.96953,Edith,Batchelor,232.137,1.034
-13.91127,131.86097,172.74635,Edith,Batchelor,233.55,1.413
-13.91547,131.86548,165.97249,Edith,Batchelor,234.223,0.673
-13.92282,131.87339,158.73732,Edith,Batchelor,235.403,1.18
-13.93016,131.88129,152.0856,Edith,Batchelor,236.581,1.178
-13.93297,131.88431,153.0,Edith,Batchelor,237.032,0.451
-13.93954,131.8906,158.3501,Edith,Batchelor,238.027,0.995
-13.95078,131.89643,157.2399,Edith,Batchelor,239.421,1.394
-13.95566,131.89951,154.4166,Edith,Batchelor,240.055,0.634
-13.96356,131.90568,152.08743,Edith,Batchelor,241.154,1.099
-13.96986,131.91061,148.62492,Edith,Batchelor,242.031,0.877
-13.97691,131.91606,154.26393,Edith,Batchelor,243.008,0.977
-13.986,131.92192,158.81818,Edith,Batchelor,244.196,1.188
-13.9928,131.92535,159.05923,Edith,Batchelor,245.035,0.839
-14.00177,131.92917,141.77966,Edith,Batchelor,246.11,1.075
-14.01086,131.93297,134.89854,Edith,Batchelor,247.196,1.086
-14.01942,131.93664,137.0,Edith,Batchelor,248.223,1.027
-14.0268,131.93982,130.27834,Edith,Batchelor,249.109,0.886
-14.03306,131.94475,126.52835,Edith,Batchelor,249.983,0.874
-14.03936,131.95089,136.9883,Edith,Batchelor,250.945,0.962
-14.04573,131.95811,146.12279,Edith,Batchelor,251.996,1.051
-14.05278,131.96346,149.28191,Edith,Batchelor,252.967,0.971
-14.061,131.96842,140.10597,Edith,Batchelor,254.023,1.056
-14.0673,131.97433,135.77954,Nitmiluk,Batchelor,254.968,0.945
-14.07414,131.97992,139.0381,Edith,Batchelor,255.936,0.968
-14.08022,131.9868,125.05619,Nitmiluk,Batchelor,256.938,1.002
-14.08822,131.98971,134.34392,Nitmiluk,Batchelor,257.877,0.939
-14.09724,131.98884,136.8911,Nitmiluk,Batchelor,258.879,1.002
-14.10668,131.98777,139.23605,Edith,Batchelor,259.93,1.051
-14.11495,131.98972,151.97665,Nitmiluk,Batchelor,260.869,0.939
-14.12279,131.99384,154.92436,Nitmiluk,Batchelor,261.844,0.975
-14.1315,131.99632,143.72716,Nitmiluk,Batchelor,262.844,1.0
-14.14005,131.99948,141.22516,Edith,Batchelor,263.85,1.006
-14.14983,132.00562,129.31082,Edith,Batchelor,265.119,1.269
-14.15552,132.00919,130.5298,Edith,Batchelor,265.857,0.738
-14.16344,132.01417,123.0,Nitmiluk,Batchelor,266.885,1.028
-14.17087,132.01885,122.83926,Nitmiluk,Batchelor,267.85,0.965
-14.17709,132.02569,114.72723,Edith,Batchelor,268.859,1.009
-14.18215,132.03298,102.5393,Edith,Batchelor,269.825,0.966
-14.18992,132.03716,112.05685,Edith,Batchelor,270.796,0.971
-14.19915,132.03823,113.19094,Edith,Batchelor,271.824,1.028
-14.20908,132.03907,116.66629,Edith,Batchelor,272.926,1.102
-14.21704,132.03967,124.13998,Edith,Batchelor,273.809,0.883
-14.22623,132.04037,129.82822,Edith,Batchelor,274.829,1.02
-14.23431,132.04271,128.56717,Edith,Batchelor,275.758,0.929
-14.24121,132.04858,153.51518,Edith,Batchelor,276.75,0.992
-14.24789,132.05537,167.56818,Edith,Batchelor,277.791,1.041
-14.25436,132.06133,160.76877,Edith,Batchelor,278.753,0.962
-14.26214,132.0665,159.63593,Edith,Batchelor,279.779,1.026
-14.2701,132.07003,162.60901,Edith,Batchelor,280.739,0.96
-14.27939,132.07247,159.0623,Edith,Batchelor,281.8,1.061
-14.28787,132.07496,170.34344,Edith,Batchelor,282.776,0.976
-14.29469,132.08022,166.8488,Edith,Batchelor,283.72,0.944
-14.30004,132.0889,187.50517,Edith,Batchelor,284.828,1.108
-14.30487,132.09595,192.0,Edith,Batchelor,285.758,0.93
-14.31162,132.10123,189.11209,Nitmiluk,Katherine,286.697,0.939
-14.31878,132.10688,172.03902,Emungalan,Katherine,287.697,1.0
-14.32554,132.11302,180.03745,Emungalan,Katherine,288.696,0.999
-14.33126,132.11982,162.74591,Emungalan,Katherine,289.665,0.969
-14.33869,132.12495,167.0,Emungalan,Katherine,290.656,0.991
-14.34466,132.13186,154.14943,Emungalan,Katherine,291.652,0.996
-14.35146,132.13767,156.36708,Emungalan,Katherine,292.631,0.979
-14.36042,132.13929,151.48186,Emungalan,Katherine,293.638,1.007
-14.36625,132.14624,142.14563,Emungalan,Katherine,294.627,0.989
-14.37072,132.15404,139.91092,Emungalan,Katherine,295.603,0.976
-14.37582,132.16219,144.38936,Emungalan,Katherine,296.648,1.045
-14.38012,132.17044,134.93317,Emungalan,Katherine,297.657,1.009
-14.38569,132.17677,127.89458,Emungalan,Katherine,298.577,0.92
-14.39478,132.178,125.6021,Emungalan,Katherine,299.591,1.014
-14.40272,132.18198,135.50156,Emungalan,Katherine,300.569,0.978
-14.40641,132.19042,132.07164,Emungalan,Katherine,301.567,0.998
-14.40818,132.19906,125.56701,Emungalan,Katherine,302.519,0.952
-14.41208,132.20763,125.35213,Emungalan,Katherine,303.539,1.02
-14.4246,132.21359,127.0,Emungalan,Katherine,305.066,1.527
-14.42792,132.21566,125.0,Emungalan,Katherine,305.496,0.43
-14.43519,132.22626,118.55166,Cossack,Katherine,306.894,1.398
-14.43942,132.23336,115.33951,Cossack,Katherine,307.791,0.897
-14.44356,132.23907,112.12736,Cossack,Katherine,308.558,0.767
-14.44978,132.24512,108.91521,Emungalan,Katherine,309.506,0.948
-14.45621,132.2515,107.49043,Emungalan,Katherine,310.496,0.99
-14.46159,132.2585,99.75342,Emungalan,Katherine,311.457,0.961
-14.45889,132.26586,107.77542,Katherine,Katherine,312.305,0.848
-14.45201,132.26908,108.99693,Katherine,Katherine,313.142,0.837
-14.45856,132.27095,107.46713,Katherine,Katherine,313.894,0.752
-14.4654,132.2681,105.52702,Katherine East,Katherine,314.711,0.817
-14.46943,132.27354,107.36523,Katherine East,Katherine,315.448,0.737
-14.47156,132.28265,111.2632,Katherine East,Katherine,316.458,1.01
-14.4737,132.29124,111.21685,Uralla,Katherine,317.414,0.956
-14.47614,132.30112,112.78479,Uralla,Katherine,318.513,1.099
-14.48023,132.31759,115.29111,Uralla,Katherine,320.345,1.832
-14.48043,132.31841,115.34532,Uralla,Katherine,320.436,0.091
-14.48284,132.32807,117.23402,Uralla,Katherine,321.511,1.075
-14.48488,132.33659,121.0,Uralla,Katherine,322.457,0.946
-14.48316,132.34522,121.7427,Tindal,Katherine,323.407,0.95
-14.47682,132.35176,127.69054,Tindal,Katherine,324.402,0.995
-14.47556,132.36098,137.0,Tindal,Katherine,325.406,1.004
-14.47748,132.36951,136.64157,Tindal,Katherine,326.35,0.944
-14.48096,132.38477,139.74277,Tindal,Katherine,328.04,1.69
-14.48258,132.39184,144.12671,Tindal,Katherine,328.823,0.783
-14.48391,132.39712,144.71875,Tindal,Katherine,329.411,0.588
-14.48773,132.40541,149.2762,Tindal,Katherine,330.4,0.989
-14.49342,132.41289,153.92322,Tindal,Katherine,331.423,1.023
-14.50459,132.42196,165.37039,Tindal,Katherine,332.999,1.576
-14.50715,132.42388,168.50665,Tindal,Katherine,333.35,0.351
-14.51521,132.42885,184.13356,Tindal,Katherine,334.39,1.04
-14.52416,132.4309,186.47694,Tindal,Katherine,335.405,1.015
-14.53371,132.43297,174.7507,Tindal,Katherine,336.485,1.08
-14.54148,132.43606,167.29619,Tindal,Katherine,337.407,0.922
-14.54795,132.44196,160.19286,Tindal,Katherine,338.364,0.957
-14.55252,132.44941,164.79074,Tindal,Katherine,339.313,0.949
-14.55742,132.45785,170.32677,Tindal,Katherine,340.372,1.059
-14.56259,132.46674,170.13768,Venn,Katherine,341.488,1.116
-14.56638,132.47327,182.52585,Venn,Katherine,342.307,0.819
-14.57156,132.48217,172.0,Venn,Katherine,343.424,1.117
-14.57707,132.49169,185.61192,Venn,Katherine,344.617,1.193
-14.57899,132.49824,188.80692,Venn,Katherine,345.354,0.737
-14.58101,132.50733,185.759,Venn,Katherine,346.359,1.005
-14.58296,132.51621,188.76901,Venn,Katherine,347.34,0.981
-14.58625,132.5312,197.78319,Venn,Katherine,348.996,1.656
-14.58709,132.53504,199.29257,Venn,Katherine,349.42,0.424
-14.59231,132.54552,204.51369,Venn,Katherine,350.688,1.268
-14.59553,132.55092,202.47437,Venn,Katherine,351.37,0.682
-14.6004,132.55905,194.0,Venn,Katherine,352.398,1.028
-14.60466,132.56617,188.22035,Venn,Katherine,353.298,0.9
-14.61056,132.57601,179.03256,Venn,Katherine,354.543,1.245
-14.61471,132.58293,176.81017,Venn,Katherine,355.419,0.876
-14.61909,132.59023,176.02144,Venn,Katherine,356.343,0.924
-14.62595,132.60167,179.17879,Elsey,Katherine,357.79,1.447
-14.62888,132.60657,186.31493,Elsey,Katherine,358.409,0.619
-14.63342,132.61416,187.29201,Elsey,Katherine,359.369,0.96
-14.63787,132.62159,188.89732,Elsey,Katherine,360.309,0.94
-14.64256,132.62939,187.67149,Elsey,Katherine,361.297,0.988
-14.64753,132.63771,191.68781,Elsey,Katherine,362.349,1.052
-14.65276,132.6465,198.45483,Elsey,Katherine,363.459,1.11
-14.65667,132.65327,197.77873,Elsey,Katherine,364.307,0.848
-14.6578,132.66276,200.14288,Elsey,Katherine,365.337,1.03
-14.66248,132.66962,195.89166,Elsey,Katherine,366.239,0.902
-14.67133,132.67059,193.48242,Elsey,Katherine,367.224,0.985
-14.67746,132.67719,194.56233,Elsey,Katherine,368.207,0.983
-14.6809,132.68828,191.22055,Elsey,Katherine,369.461,1.254
-14.6831,132.6954,192.25262,Elsey,Katherine,370.266,0.805
-14.68599,132.70472,193.95967,Elsey,Katherine,371.32,1.054
-14.68852,132.71295,200.36514,Elsey,Katherine,372.25,0.93
-14.69126,132.72168,190.07469,Elsey,Katherine,373.238,0.988
-14.6941,132.7306,192.7897,Elsey,Katherine,374.249,1.011
-14.69694,132.73976,184.69185,Elsey,Katherine,375.284,1.035
-14.69951,132.74765,176.93549,Elsey,Katherine,376.18,0.896
-14.7026,132.75789,170.98466,Elsey,Katherine,377.335,1.155
-14.70495,132.76575,170.49803,Elsey,Katherine,378.221,0.886
-14.70791,132.77488,166.56587,Elsey,Katherine,379.257,1.036
-14.71027,132.78431,165.79338,Elsey,Katherine,380.306,1.049
-14.7121,132.79248,164.98259,Elsey,Katherine,381.209,0.903
-14.71423,132.80202,163.0,Elsey,Katherine,382.263,1.054
-14.71768,132.81021,161.09308,Elsey,Katherine,383.224,0.961
