Latitude,Longitude,Elevation (m),City,Weather_loc,Distance_km,Difference_km
-17.76434,133.64666,255.08435,Pamayu,Newcastle waters,765.813,0.959
-17.77139,133.65312,249.49728,Pamayu,Newcastle waters,766.851,1.038
-17.77765,133.66017,236.0,Pamayu,Newcastle waters,767.87,1.019
-17.78597,133.6658,229.64778,Pamayu,Newcastle waters,768.967,1.097
-17.79319,133.66812,223.38167,Pamayu,Newcastle waters,769.803,0.836
-17.80241,133.67084,226.46597,Pamayu,Newcastle waters,770.863,1.06
-17.81202,133.67367,226.88913,Pamayu,Newcastle waters,771.968,1.105
-17.81961,133.67599,231.68802,Pamayu,Newcastle waters,772.843,0.875
-17.82859,133.67874,240.63713,Pamayu,Newcastle waters,773.879,1.036
-17.83636,133.68111,238.12662,Pamayu,Newcastle waters,774.775,0.896
-17.84762,133.68455,237.15923,Pamayu,Newcastle waters,776.073,1.298
-17.85415,133.68654,239.86349,Pamayu,Newcastle waters,776.826,0.753
-17.86558,133.69004,244.68481,Pamayu,Newcastle waters,778.144,1.318
-17.87093,133.69167,254.16856,Pamayu,Newcastle waters,778.761,0.617
-17.87923,133.69573,265.78699,Pamayu,Newcastle waters,779.775,1.014
-17.88722,133.70006,268.82516,Pamayu,Newcastle waters,780.771,0.996
-17.89564,133.70347,265.20868,Pamayu,Newcastle waters,781.771,1.0
-17.90441,133.70687,270.18698,Pamayu,Newcastle waters,782.806,1.035
-17.91319,133.71027,270.11569,Pamayu,Newcastle waters,783.842,1.036
-17.92198,133.7132,268.91473,Pamayu,Newcastle waters,784.863,1.021
-17.92997,133.71394,259.08572,Pamayu,Newcastle waters,785.751,0.888
-17.93878,133.71387,260.3284,Pamayu,Newcastle waters,786.726,0.975
-17.94924,133.71378,267.57697,Pamayu,Newcastle waters,787.884,1.158
-17.95679,133.71372,268.38043,Pamayu,Newcastle waters,788.72,0.836
-17.97112,133.71344,264.84219,Pamayu,Newcastle waters,790.306,1.586
-17.97509,133.71305,267.86539,Pamayu,Newcastle waters,790.747,0.441
-17.98428,133.71113,267.97318,Pamayu,Newcastle waters,791.784,1.037
-17.99241,133.711,271.6738,Pamayu,Newcastle waters,792.684,0.9
-18.00806,133.71101,273.0,Pamayu,Newcastle waters,794.416,1.732
-18.01076,133.71102,273.98499,Pamayu,Newcastle waters,794.715,0.299
-18.01939,133.71102,275.42554,Pamayu,Newcastle waters,795.67,0.955
-18.02967,133.7112,280.19028,Pamayu,Newcastle waters,796.808,1.138
-18.0376,133.71233,284.09784,Pamayu,Newcastle waters,797.694,0.886
-18.04752,133.71374,280.67451,Pamayu,Newcastle waters,798.802,1.108
-18.05524,133.71483,277.25119,Pamayu,Newcastle waters,799.664,0.862
-18.06697,133.71652,275.60733,Pamayu,Newcastle waters,800.975,1.311
-18.07428,133.71756,268.35242,Pamayu,Newcastle waters,801.792,0.817
-18.08569,133.71919,275.68524,Pamayu,Newcastle waters,803.067,1.275
-18.09335,133.72029,275.73877,Pamayu,Newcastle waters,803.923,0.856
-18.10054,133.72131,283.2663,Pamayu,Newcastle waters,804.726,0.803
-18.10886,133.7225,286.44464,Pamayu,Newcastle waters,805.655,0.929
-18.1196,133.72403,287.8457,Pamayu,Newcastle waters,806.855,1.2
-18.12662,133.72504,289.32941,Pamayu,Newcastle waters,807.639,0.784
-18.13548,133.72621,286.46805,Pamayu,Newcastle waters,808.627,0.988
-18.14522,133.72515,290.82336,Pamayu,Newcastle waters,809.711,1.084
-18.15348,133.72395,290.50955,Pamayu,Newcastle waters,810.634,0.923
-18.16215,133.72295,291.0961,Pamayu,Newcastle waters,811.599,0.965
-18.17173,133.72338,298.81891,Pamayu,Newcastle waters,812.66,1.061
-18.18023,133.72428,290.39157,Pamayu,Newcastle waters,813.606,0.946
-18.18967,133.72585,300.86807,Pamayu,Newcastle waters,814.664,1.058
-18.19799,133.7275,302.49292,Pamayu,Newcastle waters,815.601,0.937
-18.20681,133.72953,297.4111,Pamayu,Newcastle waters,816.601,1.0
-18.21583,133.73191,298.91199,Pamayu,Newcastle waters,817.631,1.03
-18.22381,133.73556,299.98569,Pamayu,Newcastle waters,818.595,0.964
-18.23081,133.74252,299.66202,Pamayu,Newcastle waters,819.664,1.069
-18.23669,133.74894,299.90701,Pamayu,Newcastle waters,820.605,0.941
-18.243,133.75572,296.08051,Pamayu,Newcastle waters,821.606,1.001
-18.25099,133.76021,269.78302,Pamayu,Newcastle waters,822.61,1.004
-18.25872,133.76411,266.29303,Pamayu,Newcastle waters,823.56,0.95
-18.26733,133.76844,270.70526,Pamayu,Newcastle waters,824.617,1.057
-18.27565,133.77263,269.82266,Pamayu,Newcastle waters,825.639,1.022
-18.28384,133.77675,270.0,Pamayu,Newcastle waters,826.645,1.006
-18.2944,133.78207,273.73068,Pamayu,Newcastle waters,827.942,1.297
-18.29928,133.78451,272.23529,Pamayu,Newcastle waters,828.541,0.599
-18.30946,133.78966,264.48093,Pamayu,Newcastle waters,829.792,1.251
-18.31759,133.79426,262.01596,Pamayu,Newcastle waters,830.815,1.023
-18.32394,133.79852,262.38367,Pamayu,Newcastle waters,831.65,0.835
-18.33075,133.80306,267.74017,Pamayu,Newcastle waters,832.544,0.894
-18.3397,133.80911,266.51511,Pamayu,Newcastle waters,833.723,1.179
-18.35128,133.81687,274.94117,Pamayu,Newcastle waters,835.245,1.522
-18.35371,133.8185,283.36724,Pamayu,Newcastle waters,835.564,0.319
-18.3604,133.82668,291.7933,Pamayu,Newcastle waters,836.702,1.138
-18.36518,133.83262,300.21937,Pamayu,Newcastle waters,837.523,0.821
-18.37525,133.83734,308.64544,Pamayu,Newcastle waters,838.744,1.221
-18.38185,133.83952,317.0715,Pamayu,Newcastle waters,839.51,0.766
-18.39026,133.84231,314.25296,Pamayu,Newcastle waters,840.486,0.976
-18.40107,133.84589,314.79453,Pamayu,Newcastle waters,841.741,1.255
-18.4103,133.84895,313.39539,Pamayu,Newcastle waters,842.813,1.072
-18.41699,133.85118,321.77609,Pamayu,Newcastle waters,843.59,0.777
-18.4248,133.85348,327.54138,Pamayu,Newcastle waters,844.488,0.898
-18.43429,133.85412,317.09653,Pamayu,Newcastle waters,845.541,1.053
-18.44202,133.85456,321.19113,Pamayu,Newcastle waters,846.398,0.857
-18.45081,133.85637,319.12378,Pamayu,Newcastle waters,847.39,0.992
-18.45725,133.86267,301.0383,Pamayu,Newcastle waters,848.365,0.975
-18.46518,133.86729,299.42075,Pamayu,Newcastle waters,849.369,1.004
-18.4739,133.8677,301.55331,Pamayu,Newcastle waters,850.335,0.966
-18.48283,133.86842,314.76553,Pamayu,Newcastle waters,851.326,0.991
-18.49145,133.87072,326.87405,Pamayu,Newcastle waters,852.311,0.985
-18.49992,133.87304,318.97018,Pamayu,Newcastle waters,853.28,0.969
-18.50798,133.87758,310.47192,Pamayu,Newcastle waters,854.293,1.013
-18.51475,133.88362,305.2843,Pamayu,Newcastle waters,855.277,0.984
-18.52178,133.88943,294.79037,Pamayu,Newcastle waters,856.268,0.991
-18.53058,133.89407,301.25958,Pamayu,Newcastle waters,857.358,1.09
-18.53786,133.89777,307.52338,Pamayu,Newcastle waters,858.253,0.895
-18.54583,133.90219,312.92593,Pamayu,Newcastle waters,859.251,0.998
-18.55413,133.9068,319.05182,Pamayu,Newcastle waters,860.291,1.04
-18.56222,133.91091,304.92972,Pamayu,Newcastle waters,861.286,0.995
-18.56924,133.91622,301.6778,Pamayu,Newcastle waters,862.244,0.958
-18.57727,133.9216,313.0,Pamayu,Newcastle waters,863.299,1.055
-18.58551,133.92523,306.642,Pamayu,Newcastle waters,864.288,0.989
-18.59359,133.92878,301.93222,Pamayu,Newcastle waters,865.258,0.97
-18.60184,133.93241,301.83084,Pamayu,Newcastle waters,866.248,0.99
-18.61002,133.93607,293.0,Pamayu,Newcastle waters,867.232,0.984
-18.61815,133.94036,298.21643,Pamayu,Newcastle waters,868.239,1.007
-18.62611,133.94451,305.76123,Pamayu,Newcastle waters,869.223,0.984
-18.63512,133.9489,304.0,Pamayu,Newcastle waters,870.323,1.1
-18.64257,133.9526,300.129,Pamayu,Newcastle waters,871.235,0.912
-18.65282,133.95769,305.70148,Pamayu,Newcastle waters,872.49,1.255
-18.66029,133.9614,305.00729,Pamayu,Newcastle waters,873.405,0.915
-18.66807,133.96527,303.41266,Pamayu,Newcastle waters,874.358,0.953
-18.67522,133.9688,303.44574,Pamayu,Newcastle waters,875.233,0.875
-18.68417,133.97324,308.07074,Pamayu,Newcastle waters,876.329,1.096
-18.69158,133.97693,308.98083,Pamayu,Newcastle waters,877.237,0.908
-18.70013,133.9813,309.61194,Pamayu,Newcastle waters,878.29,1.053
-18.70997,133.98637,312.85596,Tablelands,Tennant creek,879.503,1.213
-18.71554,133.98926,316.99835,Tablelands,Tennant creek,880.191,0.688
-18.72377,133.99349,320.70401,Tablelands,Tennant creek,881.205,1.014
-18.73205,133.99757,313.79422,Tablelands,Tennant creek,882.217,1.012
-18.74038,134.00153,305.21094,Tablelands,Tennant creek,883.229,1.012
-18.74792,134.00558,306.5538,Tablelands,Tennant creek,884.167,0.938
-18.75413,134.01339,304.37122,Tablelands,Tennant creek,885.24,1.073
-18.75991,134.01945,305.09622,Tablelands,Tennant creek,886.144,0.904
-18.76948,134.0238,302.34219,Tablelands,Tennant creek,887.298,1.154
-18.77649,134.02686,309.09933,Tablelands,Tennant creek,888.138,0.84
-18.78603,134.02946,296.76349,Tablelands,Tennant creek,889.229,1.091
-18.79424,134.03202,300.56848,Tablelands,Tennant creek,890.177,0.948
-18.8031,134.03688,300.35452,Tablelands,Tennant creek,891.283,1.106
-18.8108,134.04105,300.69574,Tablelands,Tennant creek,892.242,0.959
-18.81822,134.04511,300.0,Tablelands,Tennant creek,893.168,0.926
-18.82644,134.04961,305.88574,Tablelands,Tennant creek,894.194,1.026
-18.83792,134.05581,308.37671,Tablelands,Tennant creek,895.623,1.429
-18.84401,134.05908,307.81827,Tablelands,Tennant creek,896.38,0.757
-18.85266,134.06375,302.06454,Tablelands,Tennant creek,897.457,1.077
-18.85908,134.0672,300.46539,Tablelands,Tennant creek,898.255,0.798
-18.86607,134.07097,304.58771,Tablelands,Tennant creek,899.125,0.87
-18.87455,134.07556,299.02173,Tablelands,Tennant creek,900.181,1.056
-18.88173,134.07951,291.0,Tablelands,Tennant creek,901.078,0.897
-18.89094,134.08561,291.92542,Tablelands,Tennant creek,902.283,1.205
-18.89694,134.09054,294.66354,Tablelands,Tennant creek,903.126,0.843
-18.90325,134.09683,293.19629,Tablelands,Tennant creek,904.089,0.963
-18.90649,134.10569,301.10022,Tablelands,Tennant creek,905.089,1.0
-18.91061,134.11376,331.64603,Tablelands,Tennant creek,906.054,0.965
-18.91944,134.1163,340.98141,Tablelands,Tennant creek,907.067,1.013
-18.92778,134.11855,346.00226,Tablelands,Tennant creek,908.02,0.953
-18.93678,134.12035,351.14624,Tablelands,Tennant creek,909.034,1.014
-18.9451,134.12322,351.68591,Tablelands,Tennant creek,910.003,0.969
-18.95213,134.12943,342.46646,Tablelands,Tennant creek,911.02,1.017
-18.96047,134.13331,332.58759,Tablelands,Tennant creek,912.03,1.01
-18.96877,134.13706,317.31747,Tablelands,Tennant creek,913.03,1.0
-18.97656,134.14199,306.40271,Tablelands,Tennant creek,914.037,1.007
-18.98669,134.14211,293.79587,Tablelands,Tennant creek,915.158,1.121
-18.9937,134.14102,299.99173,Tablelands,Tennant creek,915.942,0.784
-19.00341,134.13727,302.31873,Tablelands,Tennant creek,917.087,1.145
-19.01237,134.13668,298.52673,Tablelands,Tennant creek,918.081,0.994
-19.02049,134.13941,294.85873,Tablelands,Tennant creek,919.025,0.944
-19.02767,134.14337,294.68097,Warumungu,Tennant creek,919.922,0.897
-19.03539,134.14765,303.11652,Warumungu,Tennant creek,920.888,0.966
-19.0444,134.15227,305.1926,Warumungu,Tennant creek,921.998,1.11
-19.05191,134.15531,307.2829,Warumungu,Tennant creek,922.889,0.891
-19.06156,134.15983,313.99506,Warumungu,Tennant creek,924.058,1.169
-19.06854,134.16311,317.08353,Warumungu,Tennant creek,924.904,0.846
-19.07532,134.16887,327.84796,Warumungu,Tennant creek,925.869,0.965
-19.08391,134.17253,332.13217,Warumungu,Tennant creek,926.895,1.026
-19.0923,134.17557,325.6965,Warumungu,Tennant creek,927.877,0.982
-19.10111,134.17562,324.30902,Warumungu,Tennant creek,928.852,0.975
-19.11028,134.17302,312.39328,Warumungu,Tennant creek,929.903,1.051
-19.11812,134.1703,304.63486,Warumungu,Tennant creek,930.817,0.914
-19.12684,134.16805,300.64874,Warumungu,Tennant creek,931.811,0.994
-19.14049,134.1674,299.7984,Warumungu,Tennant creek,933.324,1.513
-19.14948,134.16706,300.11359,Warumungu,Tennant creek,934.32,0.996
-19.15559,134.16684,302.34991,Warumungu,Tennant creek,934.997,0.677
-19.16314,134.16655,305.54587,Warumungu,Tennant creek,935.833,0.836
-19.17319,134.16617,312.32938,Warumungu,Tennant creek,936.946,1.113
-19.18081,134.16628,324.39215,Warumungu,Tennant creek,937.79,0.844
-19.18975,134.16726,316.97678,Warumungu,Tennant creek,938.785,0.995
-19.19858,134.16822,307.39359,Warumungu,Tennant creek,939.768,0.983
-19.20752,134.16927,310.66541,Warumungu,Tennant creek,940.764,0.996
-19.21787,134.1722,309.02219,Warumungu,Tennant creek,941.95,1.186
-19.2257,134.17439,311.57303,Warumungu,Tennant creek,942.847,0.897
-19.23357,134.17661,316.21967,Warumungu,Tennant creek,943.749,0.902
-19.24248,134.17907,326.98584,Warumungu,Tennant creek,944.769,1.02
-19.25105,134.18151,323.02957,Warumungu,Tennant creek,945.752,0.983
-19.25997,134.18268,312.27139,Warumungu,Tennant creek,946.747,0.995
-19.26938,134.18332,304.11139,Warumungu,Tennant creek,947.791,1.044
-19.27796,134.1839,302.38776,Warumungu,Tennant creek,948.743,0.952
-19.28676,134.18449,301.32748,Warumungu,Tennant creek,949.719,0.976
-19.29652,134.18515,299.59412,Warumungu,Tennant creek,950.802,1.083
-19.30499,134.1861,301.60931,Warumungu,Tennant creek,951.745,0.943
-19.31826,134.18805,297.86926,Warumungu,Tennant creek,953.228,1.483
-19.32402,134.1889,300.57193,Warumungu,Tennant creek,953.872,0.644
-19.33194,134.19006,301.38239,Warumungu,Tennant creek,954.757,0.885
-19.3419,134.19168,302.0,Warumungu,Tennant creek,955.873,1.116
-19.34968,134.19295,306.34271,Warumungu,Tennant creek,956.744,0.871
-19.35945,134.19455,310.98364,Warumungu,Tennant creek,957.838,1.094
-19.37212,134.19662,311.31714,Warumungu,Tennant creek,959.257,1.419
-19.37862,134.1977,318.95917,Warumungu,Tennant creek,959.985,0.728
-19.38545,134.19884,316.0,Warumungu,Tennant creek,960.75,0.765
-19.39404,134.20027,318.0,Warumungu,Tennant creek,961.713,0.963
-19.40349,134.20183,320.2598,Warumungu,Tennant creek,962.772,1.059
-19.41273,134.20338,327.67523,Warumungu,Tennant creek,963.808,1.036
-19.42303,134.20512,325.46555,Warumungu,Tennant creek,964.963,1.155
-19.43085,134.20644,326.45416,Warumungu,Tennant creek,965.84,0.877
-19.43842,134.20771,328.64114,Warumungu,Tennant creek,966.689,0.849
-19.44938,134.20963,330.25964,Warumungu,Tennant creek,967.919,1.23
-19.45578,134.21069,332.29248,Warumungu,Tennant creek,968.636,0.717
-19.46476,134.21217,337.83182,Warumungu,Tennant creek,969.642,1.006
-19.48183,134.21494,336.31747,Warumungu,Tennant creek,971.554,1.912
-19.48296,134.21512,336.94318,Warumungu,Tennant creek,971.681,0.127
-19.50028,134.21783,343.92249,Warumungu,Tennant creek,973.619,1.938
-19.50882,134.21917,347.8707,Warumungu,Tennant creek,974.575,0.956
-19.50918,134.21923,348.22394,Warumungu,Tennant creek,974.615,0.04
-19.52322,134.22156,349.51401,Warumungu,Tennant creek,976.188,1.573
-19.53228,134.22311,345.88788,Warumungu,Tennant creek,977.204,1.016
-19.54724,134.22568,343.95367,Warumungu,Tennant creek,978.882,1.678
-19.54883,134.22595,343.3392,Warumungu,Tennant creek,979.06,0.178
-19.55382,134.22626,342.57629,Warumungu,Tennant creek,979.613,0.553
-19.56171,134.22181,340.32132,Warumungu,Tennant creek,980.603,0.99
-19.56914,134.21423,347.89102,Warumungu,Tennant creek,981.747,1.144
-19.57418,134.20842,354.31583,Warumungu,Tennant creek,982.573,0.826
-19.57951,134.20072,355.60565,Warumungu,Tennant creek,983.573,1.0
-19.58751,134.19699,363.2016,Warumungu,Tennant creek,984.541,0.968
-19.59646,134.19688,369.67313,Warumungu,Tennant creek,985.532,0.991
-19.60604,134.19573,376.77908,Warumungu,Tennant creek,986.599,1.067
-19.61413,134.19376,381.02533,Warumungu,Tennant creek,987.518,0.919
-19.62329,134.19241,381.30154,Warumungu,Tennant creek,988.542,1.024
-19.63237,134.19241,370.63611,Tennant Creek,Tennant creek,989.547,1.005
-19.64106,134.19174,368.0,Tennant Creek,Tennant creek,990.512,0.965
-19.65447,134.18824,362.29276,Tennant Creek,Tennant creek,992.041,1.529
-19.66332,134.18554,357.6322,Tennant Creek,Tennant creek,993.061,1.02
-19.67435,134.18192,351.50369,Tennant Creek,Tennant creek,994.34,1.279
-19.68198,134.17947,352.0,Tennant Creek,Tennant creek,995.223,0.883
-19.689,134.17724,349.18845,Tennant Creek,Tennant creek,996.035,0.812
-19.69784,134.17846,347.5777,Warumungu,Tennant creek,997.022,0.987
-19.70844,134.18276,347.40717,Warumungu,Tennant creek,998.279,1.257
-19.72037,134.18764,345.08499,Warumungu,Tennant creek,999.695,1.416
-19.72803,134.19076,346.89157,Warumungu,Tennant creek,1000.604,0.909
-19.73125,134.19158,345.46729,Warumungu,Tennant creek,1000.971,0.367
-19.74494,134.19287,339.879,Warumungu,Tennant creek,1002.493,1.522
-19.74928,134.1933,336.97363,Warumungu,Tennant creek,1002.976,0.483
-19.75828,134.19394,331.08276,Warumungu,Tennant creek,1003.975,0.999
-19.77014,134.19502,328.64679,Warumungu,Tennant creek,1005.293,1.318
-19.77958,134.19594,329.10123,Warumungu,Tennant creek,1006.342,1.049
-19.78852,134.19681,328.35815,Warumungu,Tennant creek,1007.336,0.994
-19.81243,134.19905,329.96942,Warumungu,Tennant creek,1009.993,2.657
-19.81594,134.19938,331.83844,Warumungu,Tennant creek,1010.383,0.39
-19.81641,134.19943,329.90985,Warumungu,Tennant creek,1010.435,0.052
-19.83475,134.20118,330.79813,Warumungu,Tennant creek,1012.474,2.039
-19.83552,134.20125,329.71008,Warumungu,Tennant creek,1012.56,0.086
-19.8394,134.20162,332.15982,Warumungu,Tennant creek,1012.991,0.431
-19.85752,134.20336,335.0,Warumungu,Tennant creek,1015.005,2.014
-19.8615,134.20375,335.0,Warumungu,Tennant creek,1015.447,0.442
-19.87296,134.20485,336.07458,Warumungu,Tennant creek,1016.721,1.274
-19.8769,134.20523,336.9115,Warumungu,Tennant creek,1017.159,0.438
-19.88442,134.20596,339.0,Warumungu,Tennant creek,1017.995,0.836
-19.89249,134.20673,343.53833,Warumungu,Tennant creek,1018.892,0.897
-19.90229,134.20768,347.91098,Warumungu,Tennant creek,1019.981,1.089
-19.91125,134.20854,351.90912,Warumungu,Tennant creek,1020.977,0.996
-19.92042,134.20943,351.72421,Warumungu,Tennant creek,1021.996,1.019
-19.93119,134.21048,348.0,Warumungu,Tennant creek,1023.193,1.197
-19.93799,134.21114,347.02753,Warumungu,Tennant creek,1023.949,0.756
-19.9468,134.21206,345.49448,Warumungu,Tennant creek,1024.929,0.98
-19.95797,134.21308,346.90399,Warumungu,Tennant creek,1026.17,1.241
-19.96534,134.21386,348.10065,Warumungu,Tennant creek,1026.99,0.82
-19.97386,134.21532,347.5137,Warumungu,Tennant creek,1027.945,0.955
-19.99678,134.21754,353.77234,Warumungu,Tennant creek,1030.493,2.548
-19.99696,134.21756,353.6507,Warumungu,Tennant creek,1030.513,0.02
-20.00177,134.21802,354.57928,Warumungu,Tennant creek,1031.048,0.535
-20.00947,134.21876,356.97699,Warumungu,Tennant creek,1031.904,0.856
-20.01765,134.21754,358.53998,Warumungu,Tennant creek,1032.819,0.915
-20.02614,134.2134,360.38904,Warumungu,Tennant creek,1033.854,1.035
-20.03393,134.2096,361.0,Warumungu,Tennant creek,1034.804,0.95
-20.04277,134.20587,366.64984,Warumungu,Tennant creek,1035.858,1.054
-20.05173,134.20513,367.0,Warumungu,Tennant creek,1036.853,0.995
-20.06019,134.20701,368.20209,Warumungu,Tennant creek,1037.81,0.957
-20.06858,134.20953,370.99045,Warumungu,Tennant creek,1038.775,0.965
-20.07852,134.21241,371.53506,Warumungu,Tennant creek,1039.916,1.141
-20.08629,134.21465,373.94476,Warumungu,Tennant creek,1040.808,0.892
-20.09599,134.21745,377.90668,Warumungu,Tennant creek,1041.921,1.113
-20.10336,134.21958,379.569,Warumungu,Tennant creek,1042.767,0.846
-20.11274,134.22087,382.18213,Warumungu,Tennant creek,1043.814,1.047
-20.12113,134.22092,383.11292,Warumungu,Tennant creek,1044.743,0.929
-20.13029,134.22097,383.08932,Warumungu,Tennant creek,1045.757,1.014
-20.13942,134.22089,384.8703,Warumungu,Tennant creek,1046.768,1.011
-20.14825,134.22093,388.60294,Warumungu,Tennant creek,1047.746,0.978
-20.15921,134.22098,388.98941,Warumungu,Tennant creek,1048.959,1.213
-20.16626,134.22103,386.45728,Warumungu,Tennant creek,1049.739,0.78
-20.17519,134.22107,382.54929,Warumungu,Tennant creek,1050.728,0.989
-20.18455,134.22112,378.03864,Warumungu,Tennant creek,1051.764,1.036
-20.19434,134.22117,374.31496,Warumungu,Tennant creek,1052.848,1.084
-20.21471,134.22143,370.59128,Warumungu,Tennant creek,1055.103,2.255
-20.22025,134.22145,369.87341,Warumungu,Tennant creek,1055.716,0.613
-20.22167,134.22145,370.0,Warumungu,Tennant creek,1055.873,0.157
-20.22975,134.22181,364.96988,Warumungu,Tennant creek,1056.768,0.895
-20.23875,134.22308,366.43103,Warumungu,Tennant creek,1057.773,1.005
-20.24866,134.2244,363.33865,Warumungu,Tennant creek,1058.879,1.106
-20.2562,134.22535,361.0,Warumungu,Tennant creek,1059.72,0.841
-20.26709,134.22671,358.98349,Warumungu,Tennant creek,1060.934,1.214
-20.27548,134.22775,356.36264,Warumungu,Tennant creek,1061.869,0.935
-20.28317,134.22871,355.63092,Warumungu,Tennant creek,1062.726,0.857
-20.29188,134.22947,353.86618,Warumungu,Tennant creek,1063.694,0.968
-20.30089,134.23043,355.23245,Warumungu,Tennant creek,1064.697,1.003
-20.312,134.23179,353.20374,Warumungu,Tennant creek,1065.935,1.238
-20.32035,134.23281,355.1041,Warumungu,Tennant creek,1066.866,0.931
-20.32866,134.234,356.86185,Warumungu,Tennant creek,1067.794,0.928
-20.33816,134.23518,356.15015,Warumungu,Tennant creek,1068.853,1.059
-20.34611,134.23617,357.23984,Warumungu,Tennant creek,1069.739,0.886
-20.35405,134.23724,357.37643,Warumungu,Tennant creek,1070.625,0.886
-20.37027,134.23923,356.6601,Warumungu,Tennant creek,1072.433,1.808
-20.37493,134.2398,356.87482,Warumungu,Tennant creek,1072.952,0.519
-20.38763,134.24136,357.15042,Warumungu,Tennant creek,1074.367,1.415
-20.39022,134.24168,359.77377,Warumungu,Tennant creek,1074.656,0.289
-20.39923,134.24277,357.20389,Warumungu,Tennant creek,1075.66,1.004
-20.40764,134.24381,358.71851,Warumungu,Tennant creek,1076.597,0.937
-20.41777,134.24505,359.94284,Warumungu,Tennant creek,1077.726,1.129
-20.42571,134.24602,362.09622,Warumungu,Tennant creek,1078.611,0.885
-20.43472,134.24732,360.21799,Warumungu,Tennant creek,1079.618,1.007
-20.44374,134.24858,363.01962,Warumungu,Tennant creek,1080.625,1.007
-20.45255,134.24963,367.0,Warumungu,Tennant creek,1081.606,0.981
-20.46255,134.25085,370.20206,Warumungu,Tennant creek,1082.72,1.114
-20.47019,134.25176,373.0,Warumungu,Tennant creek,1083.571,0.851
-20.47907,134.25277,375.9552,Warumungu,Tennant creek,1084.56,0.989
-20.48811,134.25219,377.82251,Warumungu,Tennant creek,1085.563,1.003
-20.49705,134.25169,380.99265,Warumungu,Tennant creek,1086.554,0.991
-20.50401,134.25734,384.12888,Warumungu,Tennant creek,1087.524,0.97
-20.51131,134.26367,387.81351,Warumungu,Tennant creek,1088.568,1.044
-20.51873,134.26844,393.52222,Warumungu,Tennant creek,1089.528,0.96
-20.52707,134.27311,393.32272,Warumungu,Tennant creek,1090.572,1.044
-20.53544,134.27433,395.88583,Warumungu,Tennant creek,1091.507,0.935
-20.5441,134.2736,401.71481,Warumungu,Tennant creek,1092.469,0.962
-20.55106,134.2683,411.61536,Warumungu,Tennant creek,1093.417,0.948
-20.55551,134.25952,410.96979,Warumungu,Tennant creek,1094.457,1.04
-20.56342,134.25682,400.45102,Warumungu,Tennant creek,1095.377,0.92
-20.57234,134.25694,398.53928,Davenport,Tennant creek,1096.365,0.988
-20.57954,134.25069,394.0871,Davenport,Tennant creek,1097.395,1.03
-20.58723,134.24599,388.61871,Davenport,Tennant creek,1098.377,0.982
-20.59439,134.24112,383.35608,Davenport,Tennant creek,1099.318,0.941
-20.60127,134.23331,377.20078,Davenport,Tennant creek,1100.433,1.115
-20.60682,134.22702,372.51456,Davenport,Tennant creek,1101.332,0.899
-20.61406,134.22136,372.4241,Davenport,Tennant creek,1102.327,0.995
-20.62243,134.21854,369.11212,Davenport,Tennant creek,1103.299,0.972
-20.63138,134.21879,365.80014,Davenport,Tennant creek,1104.29,0.991
-20.64022,134.22134,363.0029,Davenport,Tennant creek,1105.304,1.014
-20.65089,134.22448,362.58374,Davenport,Tennant creek,1106.53,1.226
-20.65821,134.22669,361.38635,Davenport,Tennant creek,1107.373,0.843
-20.69229,134.23389,358.27145,Davenport,Tennant creek,1111.22,3.847
-20.69319,134.23406,358.1857,Davenport,Tennant creek,1111.321,0.101
-20.69336,134.2341,358.06363,Davenport,Tennant creek,1111.34,0.019
-20.69354,134.23414,357.94461,Davenport,Tennant creek,1111.36,0.02
-20.70291,134.23601,359.41592,Davenport,Tennant creek,1112.416,1.056
-20.7131,134.23804,359.20126,Davenport,Tennant creek,1113.564,1.148
-20.7212,134.23964,359.15411,Davenport,Tennant creek,1114.476,0.912
-20.74145,134.24367,358.11002,Davenport,Tennant creek,1116.757,2.281
-20.74293,134.24398,359.89026,Davenport,Tennant creek,1116.924,0.167
-20.74602,134.24447,361.41852,Davenport,Tennant creek,1117.27,0.346
-20.75513,134.24461,362.0347,Davenport,Tennant creek,1118.279,1.009
-20.76484,134.24278,364.00217,Davenport,Tennant creek,1119.371,1.092
-20.77382,134.24079,360.02182,Davenport,Tennant creek,1120.387,1.016
-20.78386,134.23856,358.80765,Davenport,Tennant creek,1121.523,1.136
-20.78998,134.23727,361.80606,Davenport,Tennant creek,1122.214,0.691
-20.79895,134.23736,359.22519,Davenport,Tennant creek,1123.207,0.993
-20.80899,134.23849,359.74112,Davenport,Tennant creek,1124.325,1.118
-20.8172,134.23937,359.74033,Davenport,Tennant creek,1125.239,0.914
-20.8258,134.2403,363.39331,Davenport,Tennant creek,1126.196,0.957
-20.83537,134.24113,362.89139,Davenport,Tennant creek,1127.259,1.063
-20.84426,134.24048,364.69925,Davenport,Tennant creek,1128.246,0.987
-20.85267,134.23839,365.91898,Davenport,Tennant creek,1129.202,0.956
-20.86178,134.23585,368.12592,Davenport,Tennant creek,1130.245,1.043
-20.87049,134.2334,368.55783,Davenport,Tennant creek,1131.242,0.997
-20.87896,134.23103,370.02011,Davenport,Tennant creek,1132.212,0.97
-20.88755,134.22862,372.0,Davenport,Tennant creek,1133.196,0.984
-20.89654,134.2261,372.79211,Davenport,Tennant creek,1134.225,1.029
-20.90555,134.22357,375.47183,Davenport,Tennant creek,1135.257,1.032
